Time,Category,Tmall.Id,title,Inventory,MonthlySales,Favorites,ListPrice,Promotion,AccumulatedReviews,TagCount,Tags,Colors,Specs,Keywords,Description,ProductURL,SellerNickname,SellerRegion,AdditionalURLs,ProductSKUs,Category.Id
2018-11-01 17:46:55,活动特集,528571750194,无印良品 MUJI 凝胶墨水圆珠笔,16817,,7944,8.00,,16704,10,"质量不错,水笔很好,书写流畅,孩子喜欢,贵还不好,干得快,服务态度很差,颜色喜欢,看着还不错,笔袋可以","天蓝色,橙色,红色,蓝色,黑色","无印良品 MUJI 凝胶墨水圆珠笔,&nbsp;,产品展示,&nbsp;,颜色展示, &nbsp; &nbsp;&nbsp; ,基本信息,商品材质, 聚丙烯 ,规格, 0.5mm ",无印良品 MUJI 凝胶墨水圆珠笔,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 凝胶墨水圆珠笔,想了解详情无印良品 MUJI 凝胶墨水圆珠笔，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=528571750194&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2vJzJXFXXXXbRXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2ueBRXXXXXXaLaFXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2fpKBXXXXXXXwaXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2sWeiXVXXXXaIXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2WErkXFXXXXbsXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","3146862550484,3146862550485,3146862550486,3146862550487,3146862550488",909760520
2018-11-01 17:46:55,活动特集,43824570376,无印良品MUJI 聚丙烯_笔盒,4621,,13493,,,11388,10,"东西不错,物流也很快,值得信赖,孩子很喜欢,大小也刚好,超级划算,笔盒很好看,看着还不错,质感还不错,手感挺棒的","大/约184*64*25㎜,小/约170*51*20㎜","无印良品MUJI 聚丙烯_笔盒,细节展示,颜色展示,基本信息,产地, 中国上海市 ,规格,大/约184*64*25㎜,小/约170*51*20㎜,聚丙烯",无印良品MUJI 聚丙烯_笔盒,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 聚丙烯_笔盒,想了解详情无印良品MUJI 聚丙烯_笔盒，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=43824570376&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2rjugbVXXXXaoXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2b6KdbVXXXXbkXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","94980836675,94980836676",909760520
2018-11-01 17:46:55,活动特集,558905666573,无印良品 MUJI 男式 棉混保暖 长紧身裤,7069,,2208,88.00,,1530,0,,"海军蓝,炭灰色,黑色","无印良品 MUJI 男式 棉混保暖 长紧身裤,&nbsp;*内衣类商品不支持7天内无理由退换货*,商品特征：,采用优质棉纱为原料， 诠释棉所特有的优良质感， 穿着干爽舒适具有良好的保温性。,注意事项：,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为88元,。,细节展示,&nbsp;,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质,棉47%,腈纶28%,粘纤19%,氨纶6%,规格,S/M/L/XL,产地,中国,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。,&nbsp;",无印良品 MUJI 男式 棉混保暖 长紧身裤,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 男式 棉混保暖 长紧身裤,想了解详情无印良品 MUJI 男式 棉混保暖 长紧身裤，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=558905666573&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2VSpPeYsTMeJjy1zeXXcOCVXa_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/T2VVzwXSFXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3478423277397,3478423277398,3478423277399,3478423277400,3478423277401,3478423277402,3478423277403,3478423277404,3478423277405,3478423277406,3478423277407,3478423277408",909760520
2018-11-01 17:46:55,活动特集,525979067868,无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦,1218,,3078,29.00,,3244,8,"没有水渍,好收纳,发货快,太贵了,拖把很好用,好清洗,包装完好,完全变形",淡灰色    约宽３０×长１４．５×厚１．５ｃｍ,"无印良品 MUJI 扫除用品系列 地板拖把用拖把 湿擦,※,伸缩杆需另外单独购买。, 使用了地板拖把用的微纤维的拖把。微纤维的超细纤维捕获尘埃不让跑掉。,细节展示：,颜色展示：, &nbsp; &nbsp;&nbsp; ,基本信息：,产地, 山东省潍坊市 ,材质,聚酯纤维82%_锦纶18%,约宽３０&times;长１４．５&times;厚１．５ｃｍ,淡灰色",无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦,想了解详情无印良品 MUJI 扫除用品系列　地板拖把用拖把　湿擦，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=525979067868&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i4/2038648986/TB2cTRIjpXXXXXqXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2jpx8jpXXXXXuXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",3131125443268,909760520
2018-11-01 17:46:55,活动特集,559272003891,无印良品 MUJI 女式 棉弹力 条纹高领T恤,129,,10397,128.00,,1700,10,"很软的面料,质量不错,打折很划算,面料不错,很好看,上身效果很好,打底百搭,薄款,原价不划算,颜色很好看","米白色X条纹,黑色X条纹,米色×条纹,黑色×横条,米色×横条,深灰色×横条,卡其绿×条纹,驼色×横条,卡其绿×横条,深米色×条纹,酒红色×横条","无印良品 MUJI 女式 棉弹力 条纹高领T恤,商品特征：,采用添加弹力纱线织造而成， 穿着舒适活动不受限。 质地柔软适度贴身。,注意事项：,●请注意，深色产品在使用过程中由于摩擦等原因可能会串色。清洗时，请与其他物品分开洗涤。,●由于素材的特性，穿着和洗涤时的摩擦会导致起毛、起球。如有发生请尽快使用除毛器等去除。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,细节展示,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,颜色展示,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材,棉97%,氨纶3%,规格,XS/S/M/L/XL/XXL,产地, 越南 ,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的商品实物为准。",无印良品 MUJI 女式 棉弹力 条纹高领T恤,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 女式 棉弹力 条纹高领T恤,想了解详情无印良品 MUJI 女式 棉弹力 条纹高领T恤，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=559272003891&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/TB2n3bRnf6H8KJjy0FjXXaXepXa-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2MlkNeGLN8KJjSZFGXXbjrVXa-2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2KHMPbqmgSKJjSsphXXcy1VXa_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3483039509930,3483039509931,3483039509932,3483039509933,3483039509934,3483039509935,3483039509936,3483039509937,3483039509938,3483039509939,3483039509940,3483039509941,3483039509942,3483039509943,3483039509944,3483039509945,3483039509946,3483039509947,3483039509948,3483039509949,3483039509950,3483039509951,3483039509952,3483039509953,3483039509954,3483039509955,3483039509956,3483039509957,3483039509958,3483039509959,3483039509960,3483039509961,3483039509962,3483039509963,3483039509964,3483039509965,3649328994379,3649328994380,3649328994381,3649328994382,3649328994383,3649328994384,3649328994385,3649328994386,3649328994387,3649328994388,3649328994389,3649328994390,3649328994391,3649328994392,3649328994393,3649328994394,3649328994395,3649328994396,3649328994397,3649328994398,3649328994399,3649328994400,3649328994401,3649328994402,3649328994403,3649328994404,3649328994405,3649328994406,3649328994407,3649328994408",909760520
2018-11-01 17:46:55,活动特集,528523279307,无印良品 MUJI 凝胶墨水圆珠笔,6523,,4398,8.00,,13457,7,"东西很好,笔很好用,感觉太贵啦,物流快,书写流利,对得起价格,孩子很喜欢","红色,绿色,蓝色,黑色","无印良品 MUJI 凝胶墨水圆珠笔,&nbsp;,产品展示,颜色展示, &nbsp; &nbsp;&nbsp; ,基本信息,商品材质, 聚丙烯 ,规格, 0.38mm ",无印良品 MUJI 凝胶墨水圆珠笔,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 凝胶墨水圆珠笔,想了解详情无印良品 MUJI 凝胶墨水圆珠笔，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=528523279307&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2tdH6XpXXXXa7XpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2nkskXFXXXXawXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2WErkXFXXXXbsXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","3146602071938,3147097064671,3147097064672,3147097064673",909760520
2018-11-01 17:46:55,活动特集,40283412304,无印良品MUJI 超声波香薰机,2648,,49180,380.00,,8304,10,"质量非常好,价格也合适,送的礼物,老婆很喜欢,物流很快,香薰机很好,香味也不错,外观小清新,有灯很温馨,正品",白色,"无印良品MUJI 超声波香薰机,雾气可通过超声波扩散、使您陶醉于光与雾气的旋律。为了更加方便您的使用，对式样进行过改良。（灯光底色因生产批次不同，可能存在冷光和暖光2种光源色，以收到实物商品为准）,该商品原包装开封、&nbsp;组装、通电使用过恕不提供退换货服务。,注：1 因生产批次不同，该商品会存在中文和英文两种标识。,&nbsp; &nbsp; &nbsp; &nbsp;2&nbsp;,产品拆封后若无质量问题，概不退换。,使用场景,使用说明,基本信息,商品材质,聚碳酸酯树脂, 直径约80*高140mm,商品包装",无印良品MUJI 超声波香薰机,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 超声波香薰机,想了解详情无印良品MUJI 超声波香薰机，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=40283412304&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2S934XVXXXXXiXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2FVZ4XVXXXXaRXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2T2I1XVXXXXccXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2gMI0XVXXXXXLXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2LV72XVXXXXb7XXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2Y4XvX4pXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/T2nfBxXY0XXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2DuyZtd0opuFjSZFxXXaDNVXa-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",63520059987,909760520
2018-11-01 17:46:55,活动特集,536321604323,无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,3196,,1117,78.00,,338,0,,"浅灰色*横条,深海军蓝*横条,黑*横条,浅灰色*图案,黑*图案,浅灰色*条纹,黑*条纹,深橙色*图案,卡其色*条纹","无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,商品特征：,采用质感良好的棉质面料制成。,款型设计非常考究，,领口缝制了防变形布带。,注意事项：,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,●由于素材的特性，穿着和洗涤时的摩擦会导致起毛、起球。如有发生请尽快使用除毛器等去除。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,●由于材质的特性，穿着和使用会使成品发生纬斜。,●整理后轻轻熨烫会一定程度得到恢复。,●由于素材的特性，可能会有植物原料的碎片混入。淡色产品可能会呈现斑渍状，敬请谅解。,●受阳光直射或荧光灯的影响可能会发生变色，敬请谅解。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为,78,元。,细节展示, &nbsp;&nbsp;,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ,颜色展示, &nbsp;&nbsp;,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ,基本信息,商品材质, 本体:棉:100%:领子:棉:100%: ,规格,XS/S/M/L/XL,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的 商品实物为准。",无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 女式 棉圆领长袖T恤（条纹）,想了解详情无印良品 MUJI 女式 棉圆领长袖T恤（条纹），请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=536321604323&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/TB2twETtpXXXXXVXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2TN.ptpXXXXXHXpXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2pNMmtpXXXXXZXpXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2XFOPoFXXXXaaXpXXXXXXXXXX-2038648986.jpg","3201057896095,3201057896096,3201057896097,3201057896098,3201057896099,3201057896100,3201057896101,3201057896102,3201057896103,3201057896104,3201057896105,3201057896106,3201057896107,3201057896108,3201057896109,3201057896110,3201057896111,3201057896112,3201057896113,3201057896114,3201057896115,3201057896116,3201057896117,3201057896118,3201057896119,3201057896120,3201057896121,3201057896122,3201057896123,3201057896124,3201057896125,3201057896126,3201057896127,3201057896128,3201057896129,3201057896130,3201057896131,3201057896132,3201057896133,3201057896134,3201057896135,3201057896136,3201057896137,3201057896138,3201057896139",909760520
2018-11-01 17:46:55,活动特集,558596266676,无印良品 MUJI 女式 棉混保暖 十分长收腿裤,,,,,,789,0,,,,无印良品 MUJI 女式 棉混保暖 十分长收腿裤,,https://detail.tmall.com/item.htm?id=558596266676&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,,,,,909760520
2018-11-01 17:46:55,活动特集,526576149919,无印良品 MUJI 女式 棉圆领长袖T恤,331,,823,78.00,,542,6,"穿着舒适,价格划算,棉质好,是偏薄的款,衣服不错,修身的类型","白色*横条,浅灰色*横条,深海军蓝*横条,黑*横条,深海军蓝*条纹,黑*条纹","无印良品 MUJI 女式 棉圆领长袖T恤,商品特征：,采用质感良好的棉质面料制成。,款型设计非常考究，,领口缝制了防变形布带。,注意事项：,●深色产品在穿着时的摩擦会导致移色。尤其在被雨水、汗水浸湿后穿着更会造成移色，敬请注意。,●洗涤时可能会有掉色，请和其他衣物分开洗涤。,●由于材质的特性，穿着和使用会使成品发生纬斜。,●整理后轻轻熨烫会一定程度得到恢复。,●由于素材的特性，穿着和洗涤时的摩擦会导致起毛、起球。如有发生请尽快使用除毛器等去除。,●穿着和洗涤会使印花部分开裂。,●请勿摩擦、搓揉印花部分。,●请勿熨烫印花部分。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为7,8元,。,细节展示,&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ,颜色展示,&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; ,基本信息,商品材质, 本体:棉:100%:领子:棉:100%: ,规格,XS/S/M/L/XL,尺码对照,Size(cm),※商品尺寸由于手工测量会有2cm-4cm左右误差，请以收到的 商品实物为准。",无印良品 MUJI 女式 棉圆领长袖T恤,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 女式 棉圆领长袖T恤,想了解详情无印良品 MUJI 女式 棉圆领长袖T恤，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=526576149919&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://assets.alicdn.com/kissy/1.0.0/build/imglazyload/spaceball.gif,https://img.alicdn.com/imgextra/i3/2038648986/T2kNYbXIXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB25.dcjFXXXXcfXpXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2v0pvjFXXXXcyXXXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2E6Q_jpXXXXc8XpXXXXXXXXXX-2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2PsO.XFtaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2mMYsXKdaXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","3134974801647,3134974801648,3134974801649,3134974801650,3134974801651,3134974801652,3134974801653,3134974801654,3134974801655,3134974801656,3134974801657,3134974801658,3134974801659,3134974801660,3134974801661,3134974801662,3134974801663,3134974801664,3134974801665,3134974801666,3134974801667,3134974801668,3134974801669,3134974801670,3134974801671,3134974801672,3134974801673,3134974801674,3134974801675,3134974801676",909760520
2018-11-01 17:46:55,活动特集,39389981125,无印良品MUJI 再生纸活页夹 A4_30孔,725,,5125,,,1690,7,"东西不错,回复也很快,包装得很好,有划痕,有点小贵,质感也很好,颜色我喜欢","米色A4/30空,深灰色A4/30空,米色A5/20空,米色B5/26空,深灰色B5/26空,深灰色A5/20空","无印良品MUJI 再生纸活页夹 A4_30孔,*此商品A4/30空米色/深灰色于2018年8月24日开始新定价，由于吊牌更换存在时差，部分商品吊牌价仍为48元，敬请谅解。,*此商品B5/26空米色/深灰色于2018年8月24日开始新定价，由于吊牌更换存在时差，部分商品吊牌价仍为42元，敬请谅解。,*此商品A5/20空米色/深灰色于2018年8月24日开始新定价，由于吊牌更换存在时差，部分商品吊牌价仍为37元，敬请谅解。,再生纸封皮。金属环可夹约130张，活页文件袋约50张（※一个文件袋里可装一张打印用纸）,&nbsp;,细节展示,颜色展示,基本信息,商品材质, 再生纸 ,规格, A4/30空、A5/20空、B5/26空&nbsp; ,&nbsp;,使用说明",无印良品MUJI 再生纸活页夹 A4_30孔,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 再生纸活页夹 A4_30孔,想了解详情无印良品MUJI 再生纸活页夹 A4_30孔，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=39389981125&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2DRPoXpXXXXaOXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2XwlBXFXXXXbtXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2avGKXFXXXXbEXpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/TB2b8CkXVXXXXX1XXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2mZRpXXXXXXc8jpXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i3/2038648986/T2Y4XvX4pXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","58036167748,58036167749,58036167750,58036167751,58036167752,58036167753",909760520
2018-11-01 17:46:55,活动特集,41782031846,无印良品MUJI 扫除用品系列_伸缩式铝杆,2600,,4731,29.00,,4976,10,"满分,顺丰很快,价格不算贵,就是有点贵,质量太差,质感很好哦,好收纳,拖把很好用,手感不错,朋友推荐购买的",原色约直径２．５×长６８～１１６ｃｍ,"无印良品MUJI 扫除用品系列_伸缩式铝杆,长度适合站着操作。可用一键式按钮轻松更换头部。改良了伸缩部分的固定部件，伸缩部分不会松动。,本页面的&ldquo;价格&rdquo;指该商品的吊牌价为29元。,产品展示, &nbsp;,基本信息,商品材质, 本体：铝_顶部：ABS树脂_附件：PBT树脂 ,规格, 约直径２．５&times;长６８～１１６ｃｍ ",无印良品MUJI 扫除用品系列_伸缩式铝杆,"欢迎前来淘宝网实力旺铺，选购无印良品MUJI 扫除用品系列_伸缩式铝杆,想了解详情无印良品MUJI 扫除用品系列_伸缩式铝杆，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=41782031846&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/T2pN8xX08XXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg",3138391162752,909760520
2018-11-01 17:46:55,活动特集,39415602285,无印良品 MUJI 修正带,2950,,1596,,,2099,4,"东西很好,虽然有些小贵,物流快,包装细致","PP材质 专用壳(含内芯),POM材质 替芯","无印良品MUJI 修正带,可简单消去文字的修正带,&nbsp;,*此商品规格修正带 于2018年1月18日开始新定价，由于吊牌更换存在时差，部分商品吊牌价仍为27元，敬请谅解。,*此商品规格修正带替芯 于2018年1月18日开始新定价，由于吊牌更换存在时差，部分商品吊牌价仍为17元，敬请谅解。,&nbsp;,产品展示,&nbsp;,&nbsp;,&nbsp;,基本信息,商品材质,PP材质：,专用壳(,含内芯), POM材质：,替芯,规格, 宽5MM*长10M&nbsp; ",无印良品 MUJI 修正带,"欢迎前来淘宝网实力旺铺，选购无印良品 MUJI 修正带,想了解详情无印良品 MUJI 修正带，请进入无印良品muji官方旗舰店的无印良品MUJI官方旗舰店实力旺铺，更多商品任你选购",https://detail.tmall.com/item.htm?id=39415602285&rn=bfc1907ddd0df879ca5da2454ad0b97e&abbucket=4,无印良品MUJI官方旗舰店,江苏苏州,"https://img.alicdn.com/imgextra/i3/2038648986/TB2T8drXpXXXXX9XVXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/TB2Uo5kXVXXXXcVXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i1/2038648986/TB2YUSmXVXXXXb9XXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i2/2038648986/TB2gB1mXVXXXXanXXXXXXXXXXXX_!!2038648986.jpg,https://img.alicdn.com/imgextra/i4/2038648986/T2cXHcXF4XXXXXXXXX_!!2038648986.jpg","53140930570,53635998908",909760520
